path,label,hash,h_mean,h_std,s_mean,s_std,h_hist_0,h_hist_1,h_hist_2,h_hist_3,h_hist_4,h_hist_5,h_hist_6,h_hist_7,h_hist_8,h_hist_9,h_hist_10,h_hist_11,h_hist_12,h_hist_13,h_hist_14,h_hist_15,glcm_contrast,glcm_homogeneity,edge_density,area,perimeter,circularity,aspect_ratio
dataset/train_data\Diseased_leaf\Diseased_leaf 109.jpeg,Diseased_leaf,e33925b3a58cd28d698e01beab1c6ae9,0.5125336799472745,0.2824368443953392,0.20373302130299997,0.1452199250708569,0.0,0.04874214365984722,0.21069182455539703,0.2146226465702057,0.19261007010936737,0.24829462040830716,0.08654750521065109,0.050389662462328136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09885723743371823,0.9079555283406383,0.2908805032007927,0.026288052576105156,0.07944970474769575,0.7033493030526026,0.12228261718749964
dataset/train_data\Diseased_leaf\Diseased_leaf 11.jpeg,Diseased_leaf,1b4a0610c0f2119a5ae469cf2d7297d7,0.5315109720839849,0.2920123801166332,0.2138570699982422,0.230320608875162,0.028243241548739625,0.06126127004757762,0.1362612545490265,0.21824324131011963,0.24009008705615997,0.22626363676174038,0.11135070395985622,0.054764981511090126,0.0029172936726192702,0.0,0.0,0.0,0.0,0.0,0.0,0.0074324323909004805,0.22579041668108443,0.7384122195216437,0.2825325325876815,0.23615847231694465,0.5428626279603465,0.13533834560295513,0.15270415084188999
dataset/train_data\Diseased_leaf\Diseased_leaf 110.jpeg,Diseased_leaf,41a4da1003cf2c99df59d2b57c482578,0.39525973702155326,0.18386201954058196,0.5203646537727097,0.40768968606741773,0.0,0.027205163130779638,0.40008413791656494,0.379610151052475,0.12747159600257874,0.07899922670722538,0.008701421938063942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19814554870404777,0.6291480016005616,0.27641440351935487,0.2812015624031248,0.4314765728147232,0.2550941565958233,0.2504348054260865
dataset/train_data\Diseased_leaf\Diseased_leaf 111.jpeg,Diseased_leaf,000d72c5d01aaddbd1dffaf45458cd8a,0.3267816850638864,0.07642424583654224,0.20223761042583097,0.19661333619856855,0.0,0.02555910802592135,0.6613418459892273,0.3258785903453827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05306863565408644,0.9676142284423216,0.4614838481500228,0.004991009982019965,0.03132451158029365,0.8590472343767454,0.0698757791703636
dataset/train_data\Diseased_leaf\Diseased_leaf 112.jpeg,Diseased_leaf,bb50d7daea4df1815659803c7a9589dc,0.43650228685744275,0.17333444963328098,0.20401569669372396,0.18722310883966775,0.10162074486551449,0.1523501011550547,0.07698541134595871,0.29821717739105225,0.5332252979278564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1338542628574859,0.8977431724926339,0.3187466235082719,0.03450306900613802,0.09343337729283129,0.6674993606074854,0.06905371408154037
dataset/train_data\Diseased_leaf\Diseased_leaf 113.jpeg,Diseased_leaf,46b030edcf62aa8995e0d7397793e30a,0.7568831051478276,0.3351873043091629,0.2739651580564111,0.24394599167463732,0.03765863170374537,0.046630600438189555,0.047614362090826035,0.04279389977455139,0.05479586869478226,0.07767602924574049,0.28050077130759604,0.45529888069598684,0.017945732270895007,0.028910849736632924,0.006551893883841956,0.013002843542517694,0.028197596240229498,0.01509869774823832,0.03421253133856588,0.010821445406147974,0.2390219654493347,0.5670574485388701,0.16483576545828327,0.6016492032984067,0.657686229789254,0.2349108466062437,0.10983982817455529
dataset/train_data\Diseased_leaf\Diseased_leaf 114.jpeg,Diseased_leaf,94efd4ff4e1f8f83c7de3d59d7849916,0.38009118551601107,0.0984701553928986,0.6508464508144861,0.512801509617949,0.0,0.05143996196269535,0.2467849999666214,0.7253214716911316,0.002173519227653742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21671813288052513,0.4358723551909863,0.17790657895570838,0.4395188790377581,0.32645874237525846,0.6964952356406865,0.16475974153920248
dataset/train_data\Diseased_leaf\Diseased_leaf 115.jpeg,Diseased_leaf,684ff0bbe08b96b1efdb2cb231b18178,0.354865557071624,0.0826550399289152,0.21731290084897345,0.26049527401536265,0.0,0.03500302180683873,0.42365720868110657,0.5588412880897522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059558228528333104,0.9273254994326826,0.2360356736191152,0.05146010292020584,0.17439603438290158,0.2857555420769482,0.4728261132246362
dataset/train_data\Diseased_leaf\Diseased_leaf 116.jpeg,Diseased_leaf,2a969f06a0852c080401c36b25603cfc,0.2806756494793521,0.050987942639855545,0.3548782416304361,0.6796648087661822,0.002447163525913625,0.13904339242498784,0.9195402264595032,0.010567297227680683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43179423853558285,0.6994444013299987,0.2614015573369384,0.07427614855229711,0.16376952884093907,0.46771403151461904,0.1987092549995749
dataset/train_data\Diseased_leaf\Diseased_leaf 117.jpeg,Diseased_leaf,29543e8affa5195bc6b63a55ea0dd472,0.41006564322060457,0.22179998834049092,0.441108838026248,0.5083254937774442,0.004998737692404906,0.037869230701831666,0.35382479429244995,0.38727593421936035,0.15185558795928955,0.0537222316532551,0.030698730190876263,0.005265468600538275,0.0006812665035904323,0.005707159758468805,0.001167634504774079,0.0033368823144583,0.009867638621904776,0.005812103244041439,0.00924196089245635,0.0027770763890664608,0.25957120799201444,0.5554446618995137,0.2865438021262275,0.48012896025792057,0.5650019053819884,0.25401262326961677,0.09782609706182058
dataset/train_data\Diseased_leaf\Diseased_leaf 118.jpeg,Diseased_leaf,efbda49cf09e9b9ed69a8faa041fdbf2,0.3547924660633856,0.12419261043790335,0.58687085697178,0.4779306476907908,0.0019578760371990194,0.0670424258163483,0.43340253829956055,0.4678137004375458,0.06377929449081421,0.0013289436279313564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1006600488077862,0.82813204614028,0.2719272224400293,0.17459234918469838,0.22949514353179043,0.5598548325930017,0.23382822812508033
dataset/train_data\Diseased_leaf\Diseased_leaf 119.jpeg,Diseased_leaf,b3271d6af06702dbb9d62e0b52b47229,0.3721050709342085,0.1091758057641633,0.6479960101011539,0.5093762412254986,0.0,0.048761615754558535,0.3513931930065155,0.608359158039093,0.015866873785853386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21903984486900538,0.6171453775095195,0.2115583075749147,0.35144770289540583,0.46775773096298123,0.2712788794472194,0.09130435710144917
dataset/train_data\Diseased_leaf\Diseased_leaf 12.jpeg,Diseased_leaf,0d68257ab9e0ad2103b5635bcdb40965,0.7121326121906043,0.14381989383669097,0.1756221169387813,0.09289432166047411,0.0,0.0,0.004036836326122284,0.020310331135988235,0.07644758373498917,0.34120358774736825,0.5653588638334882,0.030161089758991063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27723411797943376,0.6928809890996656,0.14213027209373336,0.33557567115134235,0.4474626678942476,0.2830571138413677,0.09988559357099833
dataset/train_data\Diseased_leaf\Diseased_leaf 120.jpeg,Diseased_leaf,eb9c5e7b06f08a0247ff0f878e3e2dc6,0.3918613074006349,0.10277730382317164,0.6434578669364686,0.5108952373607488,0.0,0.015277209650243479,0.26439425349235535,0.6833675503730774,0.044599588960409164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19998365754894085,0.4670142852871143,0.14054300710029338,0.4995349990699982,0.5533457720973317,0.275530672205467,0.13464236975372862
dataset/train_data\Diseased_leaf\Diseased_leaf 121.jpeg,Diseased_leaf,69acf09a80d952b29e23373c214f5b39,0.4568310068142046,0.225338293936216,0.21084204738089873,0.2238150733443428,0.0,0.08447256946236723,0.23199346661567688,0.24709242582321167,0.28381961584091187,0.18761335040843533,0.02736333747719781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31368348146458935,0.7117417057435803,0.22013648012641754,0.21083142166284335,0.3453335274558196,0.2985761197267522,0.11388709726190575
dataset/train_data\Diseased_leaf\Diseased_leaf 122.jpeg,Diseased_leaf,a37410b021b1f38ddcacd2bc3e348c8d,0.3906213440578695,0.13516599808708782,0.2101182728103547,0.22306294375255917,0.0,0.03271538036648993,0.3293347954750061,0.4580152630805969,0.19029444456100464,0.006717360364379508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13414317404585308,0.886121101659401,0.29080334429485716,0.03747907495814992,0.1364288694474354,0.34007407449547095,0.3532608891908201
dataset/train_data\Diseased_leaf\Diseased_leaf 123.jpeg,Diseased_leaf,d7831f2f136356d1544e45f6f9849b97,0.30073503608765084,0.0589119546452237,0.22251282132471203,0.13949967286058657,0.0,0.0630213246370941,0.8906394839286804,0.0778498575091362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03748230088926001,0.9326337576014782,0.32540418088848966,0.01587203174406349,0.07684159063008836,0.45398034748401933,0.2413043585507239
dataset/train_data\Diseased_leaf\Diseased_leaf 124.jpeg,Diseased_leaf,0c1145f889a47bdc4c9b4c285a82e0c2,0.7714053441363193,0.3116973819265663,0.29159883085886573,0.2554501732723748,0.026706365724463294,0.03908994142293232,0.031073445454239845,0.03496716916561127,0.05558100342750549,0.08875598994826202,0.32252200284662014,0.39466827600451315,0.0579338260338308,0.03624425617485415,0.0026836159092500467,0.028255227220959578,0.03183037799999786,0.01992006755182123,0.009782098991479127,0.020155748683042863,0.2275572357522245,0.4145483541127025,0.21097368559126098,0.780984561969124,0.6754597062706873,0.28909513116423874,0.09782609706182058
dataset/train_data\Diseased_leaf\Diseased_leaf 125.jpeg,Diseased_leaf,5d8094d9e9027d42c50cc1a43b5893d3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dataset/train_data\Diseased_leaf\Diseased_leaf 126.jpeg,Diseased_leaf,ec967a4c0f4ee7dff270056865de037c,0.33497187607094653,0.04473953127582822,0.6976500673339483,0.30920387994635107,0.0,0.01538745776712391,0.7048686146736145,0.28743767738342285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03413084772434842,0.4253972503852287,0.04301648852254307,1.0,0.43734917968393167,0.8829591053508367,0.09782609706182058
dataset/train_data\Diseased_leaf\Diseased_leaf 127.jpeg,Diseased_leaf,7620a752877cc73317503edd1a318dea,0.32904442330408157,0.09293607847575125,0.31842163961175357,0.3324383830164203,0.0,0.10558625824287632,0.5420503616333008,0.4002455472946167,0.004910988267511129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05967454342235105,0.9101493059351938,0.22099447518092177,0.052514105028210065,0.13051427506953986,0.5206635312433646,0.23393196289142693
dataset/train_data\Diseased_leaf\Diseased_leaf 128.jpeg,Diseased_leaf,229a50bc39f263157ac9c9a32eb5cfb5,0.377774010434326,0.18884260305329426,0.19131736757515475,0.18422039083588915,0.0,0.0,0.692307710647583,0.057692307978868484,0.17307692766189575,0.08615132539871574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008102298184973477,0.9946163723221878,0.5341880342524913,0.001116002232004464,0.016923049289057166,0.6581199339164098,0.22010866508152935
dataset/train_data\Diseased_leaf\Diseased_leaf 129.jpeg,Diseased_leaf,0a3dff9ae8f2a1a8b6ee32314c6f23d8,0.4513639155849072,0.12380366186610466,0.7449349480554341,0.24356141778652463,0.004038673204614276,0.030840782399866866,0.11834536492824554,0.2747521698474884,0.5908701419830322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11450402259149305,0.23171769969839584,0.11279729125531324,0.9973029946059893,0.44314140615461833,0.8577084372904594,0.09782609706182058
dataset/train_data\Diseased_leaf\Diseased_leaf 13.jpeg,Diseased_leaf,c63fb8fc85a6209d02ecad4b1780e923,0.7478333347305729,0.2854146658939319,0.2723614458934488,0.31704746261267325,0.016835507574736848,0.0275490149168986,0.03374389559030533,0.034909993410110474,0.08235551416873932,0.1394959518283461,0.34113837365647526,0.3287002106555646,0.04397520905399008,0.016475519350682064,0.000404489499379877,0.0038531857718414383,0.0075962809384069714,0.0022371294073719756,0.002667983828829517,0.00962029007929444,0.21452065687203542,0.3177118033263873,0.20787276603605176,0.8618017236034473,0.6750567624800491,0.31939197206947323,0.09782609706182058
dataset/train_data\Diseased_leaf\Diseased_leaf 130.jpeg,Diseased_leaf,d5bc27e8b1d8aa4ff784099276dd4850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dataset/train_data\Diseased_leaf\Diseased_leaf 131.jpeg,Diseased_leaf,caa0d50853d372e3122ecd0fe23b56e6,0.545437318184883,0.20375887687021968,0.44650573354135775,0.1975100921274552,0.013126164190436477,0.03256681577167699,0.07414542883634567,0.14717215299606323,0.30863890051841736,0.4968505876063812,0.006593238497942583,0.0,0.0,0.002107463687811966,0.0008048477491319104,0.0008214661415934266,0.003238923821703374,0.001907747169574745,0.002275165031199465,0.0054692350793485315,0.18603921104316115,0.11593130446186989,0.21124231756087689,0.9812759625519252,0.45968250586921616,0.7842823297230689,0.09782609706182058
dataset/train_data\Diseased_leaf\Diseased_leaf 132.jpeg,Diseased_leaf,cd3362221cd24b62a5ea1969d262081a,0.28760165894269535,0.05383583608410754,0.22628648433887094,0.19508899024309279,0.0,0.07837446223192956,0.9462989568710327,0.014513787813484669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02601590359510299,0.9625187431204597,0.3031769070082127,0.02594705189410379,0.11362706626001459,0.33940767199702254,0.20962734250221762
dataset/train_data\Diseased_leaf\Diseased_leaf 133.jpeg,Diseased_leaf,2dd05a154246e84cba496af9a46db9a5,0.38871643631867103,0.2000431273879352,0.22841911260877787,0.2777179094248043,0.0,0.12983772216292883,0.4082396924495697,0.22846442461013794,0.25967541337013245,0.04334454865976827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07153074152620982,0.9442510919424031,0.3287557220770013,0.014911029822059645,0.07419763593031896,0.45743008500319976,0.12577640550133057
dataset/train_data\Diseased_leaf\Diseased_leaf 134.jpeg,Diseased_leaf,81a3df8a4a063f4ed09062d3d444b045,0.3607149851508656,0.10864265905189183,0.2158301074553122,0.17398990652185695,0.0,0.06603774470540819,0.39056605100631714,0.5457547307014465,0.03066037781536579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13971892373842457,0.8588507056775144,0.24580712793034235,0.0745241490482981,0.21520120216599925,0.2717720946419908,0.10316206492274507
dataset/train_data\Diseased_leaf\Diseased_leaf 135.jpeg,Diseased_leaf,a6e1e69b9ea8e0ffcaf2710433c2a950,0.7180727267432498,0.33182640286388077,0.27914902484617254,0.24580197467534007,0.023845544445274935,0.04267811166383167,0.06130744144320488,0.0689849853515625,0.07925934344530106,0.12303580197349871,0.28610539772151083,0.34058544030336146,0.03546404053910947,0.0038285075229750904,0.0006266230589970078,0.0029846201990869977,0.008825949356029952,0.006931388220114798,0.0,0.004967821759432278,0.2537128006000014,0.5192629181870325,0.23597154797435685,0.5077190154380309,0.4295458306236176,0.46473099169202103,0.1605351328359487
dataset/train_data\Diseased_leaf\Diseased_leaf 136.jpeg,Diseased_leaf,a8ec9c2488cb5ce8c7f5e42c5a9e7426,0.3190381827148382,0.08059757927613989,0.21094168794462884,0.10943399951757078,0.0,0.003717472521435919,0.9126393795013428,0.044609665870666504,0.04089219495654106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029337201046750666,0.9691468661729755,0.2705493598197674,0.02377704755409511,0.08150281474338014,0.6045189692783729,0.17505721847524935
dataset/train_data\Diseased_leaf\Diseased_leaf 137.jpeg,Diseased_leaf,ed086165c15b7f408eeb922edacb80fc,0.33951903162200914,0.07771081348935215,0.18018603508046235,0.11574831955162442,0.0,0.0,0.5512048006057739,0.4487951695919037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03154218124195124,0.9794375606128144,0.3447121821250986,0.011718023436046873,0.059796173536452384,0.5534836509543118,0.04138796287303821
dataset/train_data\Diseased_leaf\Diseased_leaf 138.jpeg,Diseased_leaf,c59f023547461a554bbfbc7a22a988af,0.29179330814479393,0.04508439246825986,0.23639463691812748,0.18311376641906169,0.0,0.024216526280823502,0.9643874764442444,0.02350427396595478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16288087395426032,0.8985093039931765,0.31101614440959247,0.04842209684419369,0.1974425729742198,0.2097776472062641,0.1803668622303834
dataset/train_data\Diseased_leaf\Diseased_leaf 139.jpeg,Diseased_leaf,d78abbde003609d05d86f3485ea10532,0.33538847555728385,0.08683487377170555,0.2241933226733527,0.2808540918136277,0.0,0.03212851668936213,0.5742971897125244,0.39759036898612976,0.012048192322254181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007039760933287362,0.9868694749428234,0.18741633202844188,0.013268026536053074,0.063535290421975,0.5551029234296898,0.24456522418478202
dataset/train_data\Diseased_leaf\Diseased_leaf 14.jpeg,Diseased_leaf,e8b53bff82f513d17a791effb2b5b18a,0.7437655275136297,0.24736740323589348,0.18613602471652654,0.11561945345198175,0.03213566064057766,0.032236404834557156,0.02770315669476986,0.03928811103105545,0.04247817397117615,0.0503947621563974,0.6499512042062213,0.17765059556375315,0.00036245756405577735,0.0,0.0,0.0,0.004374940134849263,0.0,0.0,0.0,0.3504342631159634,0.6729959189445232,0.12834863072428343,0.32280364560729125,0.5063725741693123,0.21261568576809695,0.05961277789704691
dataset/train_data\Diseased_leaf\Diseased_leaf 140.jpeg,Diseased_leaf,6eae37b940f093627d4a9f685e076b8f,0.31213428177921204,0.04073310771363994,0.6181299025261812,0.45179586623836404,0.0,0.017912995342969338,0.9746232628822327,0.01642024517059326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09549563972010497,0.5001972176401983,0.08553691594888724,0.8496806993613988,0.749600508223706,0.25538373290184835,0.09782609706182058
dataset/train_data\Diseased_leaf\Diseased_leaf 141.jpeg,Diseased_leaf,472a947a2c9ebd669e04b53c5127780d,0.352540493848014,0.13325837072390753,0.20905342127010537,0.22435159094901877,0.012406014979823977,0.048872186109088195,0.490601509809494,0.4285714328289032,0.050751879811286926,0.0,0.0018812103440968425,0.0,0.0,0.0,0.0034774438519191973,0.0,0.0,0.0,0.0,0.0,0.08187651360488205,0.9473398337477775,0.38638262329764156,0.01633703267406535,0.07218036631153639,0.52958080584593,0.056802248518300534
dataset/train_data\Diseased_leaf\Diseased_leaf 142.jpeg,Diseased_leaf,87a447be95ca1c54ac632937f4e49ee2,0.3399950091598646,0.07903762659545072,0.22285172588313293,0.190244441621349,0.0,0.06062277011546732,0.53596031665802,0.4331771731376648,0.0005511160125024617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10756709680942825,0.7756256189087742,0.17298919203642685,0.20636741273482548,0.4024499063261211,0.21518633069884155,0.06295738906671548
dataset/train_data\Diseased_leaf\Diseased_leaf 143.jpeg,Diseased_leaf,44b3a3f88e1e8ea595024ce447f919df,0.5230916118726981,0.368093870774421,0.3860970927590037,0.48983137003799404,0.0041172798776505926,0.029735915182341956,0.3291744589805603,0.14919941127300262,0.13131628930568695,0.12785651540550877,0.1261150256446354,0.10662616447871025,0.032209128508611594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2614236303782263,0.5079373103963767,0.15815253809614763,0.5509331018662038,0.7967590537311986,0.14656898311151018,0.09782609706182058
dataset/train_data\Diseased_leaf\Diseased_leaf 144.jpeg,Diseased_leaf,8eaba05da61a384ecc9508b3cbabd197,0.3781588476284386,0.11457845003970356,0.4768273388052554,0.31716804141514165,0.0,0.04063318409123231,0.34401097893714905,0.5446840524673462,0.0909884050488472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12446277318887496,0.6516882849663546,0.15566357835387742,0.37497674995349994,0.4629024584965672,0.2955443001153289,0.18147449768499468
dataset/train_data\Diseased_leaf\Diseased_leaf 145.jpeg,Diseased_leaf,a10fafb8fde3ddb0b49fbc9c1ca4f3bd,0.447533602745017,0.23017870785900085,0.3633567475804847,0.38839449023577644,0.005705112083755818,0.08594715874757275,0.270560622215271,0.207829087972641,0.325265496969223,0.1284822790855279,0.03596368560953582,0.001884523286231356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1527959418469999,0.6663625708130594,0.1649241239586049,0.33486266972533946,0.32889380204803226,0.5228204646297391,0.2236025053238683
